var_0,var_1,var_2,const_0,const_1,const_2,target
1.07059,0.67988,0.934,0.0,0.0,0.0,6.25785
2.98406,-2.54204,-2.34426,0.0,0.0,0.0,2.42361
-1.32167,-0.95724,2.4653,0.0,0.0,0.0,3.49299
0.66315,4.77155,-0.57562,0.0,0.0,0.0,1.92875
3.84396,3.98916,-3.57648,0.0,0.0,0.0,1.97308
-4.85724,1.83408,-0.12479,0.0,0.0,0.0,61.66725
2.23006,0.76102,-3.86573,0.0,0.0,0.0,5.26429
-3.03594,-3.96495,-2.52599,0.0,0.0,0.0,118.27884
4.20164,-4.49553,4.71708,0.0,0.0,0.0,5149.68991
-2.553,3.66128,-3.87905,0.0,0.0,0.0,305.21302
-3.19282,2.94897,1.8946,0.0,0.0,0.0,2.8307
-3.23326,3.0774,-0.48012,0.0,0.0,0.0,24.70909
2.37557,-3.11323,1.6311,0.0,0.0,0.0,28.82064
4.91551,2.99789,-4.09069,0.0,0.0,0.0,2.42461
0.11218,4.6582,-2.04157,0.0,0.0,0.0,4.05093
2.03696,3.11407,2.06382,0.0,0.0,0.0,35.06107
2.65647,-2.96876,-4.15918,0.0,0.0,0.0,3.08539
-1.60331,1.15106,-0.03164,0.0,0.0,0.0,3.44952
-2.25297,-4.8081,1.136,0.0,0.0,0.0,2.73127
2.45267,1.27444,-2.25483,0.0,0.0,0.0,2.14616
-3.63103,3.13317,-0.37067,0.0,0.0,0.0,28.63789
-1.2083,-1.09547,3.0412,0.0,0.0,0.0,4.86832
-4.1127,-1.90262,-1.37083,0.0,0.0,0.0,115.94792
1.975,-4.09682,1.00252,0.0,0.0,0.0,11.25464
4.52613,4.05842,-2.22433,0.0,0.0,0.0,5.0867
-1.66105,-0.16815,4.66852,0.0,0.0,0.0,164.90792
-3.37456,3.76254,1.29207,0.0,0.0,0.0,5.48327
1.00566,1.3719,-3.03579,0.0,0.0,0.0,4.53179
-3.53854,2.46977,1.58816,0.0,0.0,0.0,5.47296
-0.64764,3.64407,-1.10229,0.0,0.0,0.0,3.87493
-4.16565,-2.50456,-0.60099,0.0,0.0,0.0,62.94885
2.77258,-2.40596,2.17068,0.0,0.0,0.0,64.88493
4.67099,-2.01878,3.03673,0.0,0.0,0.0,1057.82546
1.02537,-2.17437,1.06717,0.0,0.0,0.0,5.66691
-0.96762,4.48373,-2.22508,0.0,0.0,0.0,13.26866
2.7246,4.12604,3.96338,0.0,0.0,0.0,338.07156
-1.80471,-3.24113,0.69993,0.0,0.0,0.0,2.89909
-2.45699,-2.43381,-2.79142,0.0,0.0,0.0,92.50549
3.90528,-1.78609,1.60835,0.0,0.0,0.0,125.14058
2.10096,2.34026,0.0384,0.0,0.0,0.0,5.48756
-0.64345,3.56419,1.247,0.0,0.0,0.0,2.22555
3.68665,-3.40746,-0.60705,0.0,0.0,0.0,11.38475
-4.0889,0.82305,4.95061,0.0,0.0,0.0,2.91303
-2.79369,-4.56339,3.69999,0.0,0.0,0.0,2.31499
0.62797,-3.45649,-1.89825,0.0,0.0,0.0,3.04512
0.46159,-0.71155,-0.86538,0.0,0.0,0.0,3.3339
-2.25697,-4.37951,0.25375,0.0,0.0,0.0,4.43851
0.05186,0.32616,-2.97491,0.0,0.0,0.0,19.45687
-0.47229,1.36279,3.51816,0.0,0.0,0.0,13.49099
1.91856,2.95757,0.19276,0.0,0.0,0.0,5.57808
-2.99702,2.9339,3.06176,0.0,0.0,0.0,1.90724
2.55529,0.25279,3.68209,0.0,0.0,0.0,316.32507
2.03197,-2.66226,2.78835,0.0,0.0,0.0,69.949
-4.62887,4.81296,4.32606,0.0,0.0,0.0,2.00417
2.44702,4.65961,-1.58327,0.0,0.0,0.0,2.53563
4.82966,-0.78735,-0.89861,0.0,0.0,0.0,26.77559
4.19065,3.64028,4.29911,0.0,0.0,0.0,2045.36066
2.74255,1.06742,3.37463,0.0,0.0,0.0,239.12935
-3.59889,0.98188,3.54502,0.0,0.0,0.0,2.67442
-3.10723,-3.41127,-3.75851,0.0,0.0,0.0,460.00622
-3.90228,-0.76329,-2.55289,0.0,0.0,0.0,377.90342
1.14203,-4.80711,-3.07283,0.0,0.0,0.0,4.12757
-1.26612,1.62099,1.66598,0.0,0.0,0.0,2.23278
4.33181,-4.69399,-3.49508,0.0,0.0,0.0,2.44145
0.00834,1.81889,-0.06154,0.0,0.0,0.0,2.33242
-4.51088,-3.64685,3.52496,0.0,0.0,0.0,2.7681
4.58352,-0.46773,1.86527,0.0,0.0,0.0,319.96044
-3.07681,0.69981,-2.91057,0.0,0.0,0.0,227.35734
2.33846,3.48939,-4.24272,0.0,0.0,0.0,4.75252
3.03255,-0.72122,-2.77847,0.0,0.0,0.0,3.12537
-1.46299,-3.42865,1.39105,0.0,0.0,0.0,2.02324
-0.03919,-2.57672,4.28807,0.0,0.0,0.0,35.8016
-2.88385,4.39607,4.82613,0.0,0.0,0.0,5.31814
3.11362,-0.8748,-1.02324,0.0,0.0,0.0,5.91134
3.68836,0.60984,3.7712,0.0,0.0,0.0,825.97477
-1.60658,0.88622,3.02285,0.0,0.0,0.0,3.84382
3.42109,2.25237,3.24969,0.0,0.0,0.0,452.86284
3.39693,-2.28649,-0.11602,0.0,0.0,0.0,13.54439
-5.17038,-0.68106,0.07247,0.0,0.0,0.0,68.02945
-0.6124,3.20144,-0.74724,0.0,0.0,0.0,3.18187
-0.91909,4.92945,-4.7527,0.0,0.0,0.0,125.82129
-3.90572,4.08683,1.71237,0.0,0.0,0.0,5.80489
4.05237,-3.75934,4.71855,0.0,0.0,0.0,3164.21773
-3.83393,-1.58291,-4.89789,0.0,0.0,0.0,3543.88964
2.14489,-4.53182,3.23694,0.0,0.0,0.0,110.67965
2.51687,2.03495,1.67097,0.0,0.0,0.0,1.50579
-3.5954,-2.08839,0.54617,0.0,0.0,0.0,0.96009
3.88491,2.83629,3.09649,0.0,0.0,0.0,2.51687
3.69802,-0.66281,-0.50745,0.0,0.0,0.0,-0.39283
1.62,-3.9297,4.19655,0.0,0.0,0.0,1.85339
-2.83153,4.545,3.44867,0.0,0.0,0.0,2.63558
-1.49092,4.17829,1.14702,0.0,0.0,0.0,1.57953
-3.39656,1.98534,-3.7823,0.0,0.0,0.0,-1.85445
-1.92138,1.75019,3.62538,0.0,0.0,0.0,1.22661
-1.44191,1.1842,1.75542,0.0,0.0,0.0,0.48179
2.84421,0.24507,-4.98497,0.0,0.0,0.0,0.37567
3.74512,-1.00489,-1.32469,0.0,0.0,0.0,-1.13286
-1.63809,-3.11996,1.08284,0.0,0.0,0.0,1.32511
3.74808,2.01381,-4.43634,0.0,0.0,0.0,-2.1267
0.63444,-1.17106,4.48609,0.0,0.0,0.0,-0.2982
-2.68045,2.30698,1.99093,0.0,0.0,0.0,1.81616
4.67706,-0.69322,3.05242,0.0,0.0,0.0,1.16074
1.95902,1.84936,2.24443,0.0,0.0,0.0,1.15098
-2.43736,-1.57446,1.77813,0.0,0.0,0.0,1.1142
0.5996,-2.62389,-0.85481,0.0,0.0,0.0,-0.32149
-4.29997,-1.19848,-3.3726,0.0,0.0,0.0,-1.56415
2.67513,-4.59219,0.2873,0.0,0.0,0.0,0.70762
-1.52248,-2.98761,-4.08952,0.0,0.0,0.0,-1.41492
3.9838,-4.94362,4.01203,0.0,0.0,0.0,2.8029
-3.27827,1.34593,-0.75943,0.0,0.0,0.0,-0.86936
2.00154,-4.03104,0.60255,0.0,0.0,0.0,1.10772
-4.04557,4.22978,-1.89163,0.0,0.0,0.0,-2.88001
-2.21262,-3.25573,0.88793,0.0,0.0,0.0,1.53523
2.12558,-0.65815,1.31532,0.0,0.0,0.0,0.31648
-0.31068,-0.27982,-3.71672,0.0,0.0,0.0,2.31778
-1.95805,-3.42568,1.54016,0.0,0.0,0.0,1.87737
-0.16298,-1.01604,-1.96524,0.0,0.0,0.0,1.78226
3.44911,-2.70937,4.98897,0.0,0.0,0.0,2.26348
-2.86881,4.39979,0.53584,0.0,0.0,0.0,1.28846
-3.59373,-1.2425,3.09368,0.0,0.0,0.0,1.4641
-2.2122,0.71184,4.39054,0.0,0.0,0.0,0.44434
3.58512,3.3489,-2.55825,0.0,0.0,0.0,-2.55132
4.02735,-2.54493,-3.03752,0.0,0.0,0.0,-2.37094
3.42786,4.93694,-3.01216,0.0,0.0,0.0,-2.99519
4.01934,-2.05966,-2.26803,0.0,0.0,0.0,-2.14566
-2.63417,-4.11143,-1.38575,0.0,0.0,0.0,-2.12972
3.17581,0.93893,3.34496,0.0,0.0,0.0,1.11807
0.79816,4.50637,2.66791,0.0,0.0,0.0,1.22179
2.51578,-5.00741,2.05542,0.0,0.0,0.0,2.30732
3.92993,-0.68669,3.69426,0.0,0.0,0.0,0.95844
-3.65721,-3.032,-2.98207,0.0,0.0,0.0,-2.44051
1.71559,0.75505,-4.71801,0.0,0.0,0.0,-0.20371
4.79957,-3.0216,-3.82784,0.0,0.0,0.0,-2.76214
1.10719,-3.45238,-2.6189,0.0,0.0,0.0,-1.29803
2.48474,4.59915,-4.77893,0.0,0.0,0.0,-2.35335
-1.3903,1.56192,-1.36901,0.0,0.0,0.0,-0.64386
4.39561,3.49827,1.5683,0.0,0.0,0.0,2.59831
0.68485,0.02001,3.36273,0.0,0.0,0.0,-4.52102
1.28955,-2.27525,1.77537,0.0,0.0,0.0,0.94217
0.71762,-0.22715,2.5587,0.0,0.0,0.0,-1.78454
2.19421,0.84436,-0.85816,0.0,0.0,0.0,-0.44313
1.6076,-1.63316,3.38953,0.0,0.0,0.0,0.87029
-1.59755,1.3608,-2.81729,0.0,0.0,0.0,-0.78753
0.29183,2.96673,-3.56545,0.0,0.0,0.0,0.15129
-3.51671,2.06859,2.92446,0.0,0.0,0.0,1.80119
1.03458,4.6387,4.09257,0.0,0.0,0.0,1.47607
2.27744,0.28068,0.37574,0.0,0.0,0.0,-0.14337
-1.06123,0.50037,2.40484,0.0,0.0,0.0,-0.58612
2.85086,-3.76719,-1.40414,0.0,0.0,0.0,-2.00631
-4.95944,-4.36542,-4.47378,0.0,0.0,0.0,-3.28062
1.65566,-2.24843,-0.8316,0.0,0.0,0.0,-0.98209
3.52317,4.53417,1.58742,0.0,0.0,0.0,2.54341
3.86268,2.05917,3.43276,0.0,0.0,0.0,2.0355
3.97331,-4.15152,-2.68483,0.0,0.0,0.0,-2.78311
-3.71654,1.76066,-2.42782,0.0,0.0,0.0,-1.83336
4.81085,-0.87087,-3.08946,0.0,0.0,0.0,-1.6097
-1.9863,-3.58514,-4.92772,0.0,0.0,0.0,-1.95009
-0.84097,1.15518,-3.61252,0.0,0.0,0.0,0.00303
-1.84885,0.899,1.8557,0.0,0.0,0.0,0.50071
1.03431,2.86791,-0.02801,0.0,0.0,0.0,-0.02906
3.56431,1.83464,-5.0273,0.0,0.0,0.0,-2.00236
-3.92539,-1.14081,2.45153,0.0,0.0,0.0,1.44743
-1.84219,3.29734,4.04635,0.0,0.0,0.0,1.89249
-0.36026,1.73045,-4.35523,0.0,0.0,0.0,0.50958
-1.18937,4.12949,2.31178,0.0,0.0,0.0,1.61162
-3.63481,-0.59414,4.21855,0.0,0.0,0.0,0.81145
2.71258,-2.39666,3.77588,0.0,0.0,0.0,1.88036
-1.14866,1.03963,-1.03538,0.0,0.0,0.0,-0.12134
1.94561,-2.8465,-1.43936,0.0,0.0,0.0,-1.49376
3.75366,-1.41698,1.83934,0.0,0.0,0.0,1.51716
4.72385,-2.72486,2.0202,0.0,0.0,0.0,2.68918
-1.26551,4.6542,4.37745,0.0,0.0,0.0,1.86124
1.58121,-4.84903,3.70522,0.0,0.0,0.0,1.94614
4.81151,1.51412,-3.2643,0.0,0.0,0.0,-1.9986
-4.40862,3.009,4.51435,0.0,0.0,0.0,2.62926
1.46247,1.59377,-0.84516,0.0,0.0,0.0,-0.53532
0.24864,-2.50701,-4.58161,0.0,0.0,0.0,0.47229
0.2587,4.79637,1.90596,0.0,0.0,0.0,0.24527
2.23078,4.95461,2.9156,0.0,0.0,0.0,2.11814
2.77053,4.17387,2.94342,0.0,0.0,0.0,2.33736
-0.92467,-0.2051,4.32657,0.0,0.0,0.0,-1.71926
2.88251,-2.08817,-1.57993,0.0,0.0,0.0,-1.65075
0.85354,-2.16064,1.65354,0.0,0.0,0.0,0.57669
-4.29182,2.45509,0.71739,0.0,0.0,0.0,1.54778
-2.01179,-4.33995,1.01369,0.0,0.0,0.0,1.59489
4.56666,4.6848,-4.0245,0.40699,0.0,0.0,-11.47666
4.51079,-4.47966,1.33603,0.40699,0.0,0.0,-0.90803
-0.17596,-0.04181,1.34028,0.40699,0.0,0.0,1.21212
-3.31584,-1.78024,-3.00118,0.40699,0.0,0.0,4.85636
-0.79958,4.83276,3.60507,0.40699,0.0,0.0,26.15522
3.77423,5.04421,1.99598,0.40699,0.0,0.0,19.53229
-4.5318,-2.65233,-2.05084,0.40699,0.0,0.0,8.10624
-3.79314,-2.25535,-2.55078,0.40699,0.0,0.0,6.26863
3.85698,2.51188,2.49939,0.40699,0.0,0.0,16.98143
-0.81777,3.99589,2.28739,0.40699,0.0,0.0,15.39326
-4.02663,1.6211,-3.53441,0.40699,0.0,0.0,-0.54705
-3.65084,3.71836,-1.51106,0.40699,0.0,0.0,1.98953
3.89809,-4.49306,-2.86852,0.40699,0.0,0.0,11.03284
-0.0938,1.40642,-2.011,0.40699,0.0,0.0,-3.83026
-3.45236,1.97188,-2.1208,0.40699,0.0,0.0,0.27444
3.96822,-3.1693,4.84554,0.40699,0.0,0.0,-6.65481
3.56447,2.84457,2.55859,0.40699,0.0,0.0,16.36526
-4.67742,4.33084,2.73114,0.40699,0.0,0.0,26.39243
0.81461,3.97156,-2.22197,0.40699,0.0,0.0,-7.46179
-2.5711,-2.5871,-4.96616,0.40699,0.0,0.0,7.56911
0.32623,-1.78739,-4.34448,0.40699,0.0,0.0,1.59856
-2.1513,-0.00387,0.5222,0.40699,0.0,0.0,2.41931
-1.87554,-3.35089,-2.16952,0.40699,0.0,0.0,3.09559
1.0232,4.68213,-3.02341,0.40699,0.0,0.0,-11.75982
0.39165,-3.39008,-4.49249,0.40699,0.0,0.0,7.72062
-1.07665,2.60489,3.79541,0.40699,0.0,0.0,14.36112
-3.9212,-1.56706,1.03636,0.40699,0.0,0.0,4.05716
4.7238,0.73424,-3.94978,0.40699,0.0,0.0,2.9884
-3.27687,-4.38565,2.70244,0.40699,0.0,0.0,-9.2864
1.34126,-3.00882,2.57171,0.40699,0.0,0.0,-7.42929
-4.05499,-0.55308,-2.0973,0.40699,0.0,0.0,5.61986
1.88238,1.69746,-3.10181,0.40699,0.0,0.0,-5.22678
-4.14547,2.72095,3.13252,0.40699,0.0,0.0,19.38029
-2.698,-4.78857,-1.63142,0.40699,0.0,0.0,4.67603
1.45596,-3.46521,3.45156,0.40699,0.0,0.0,-11.37317
-2.2127,2.26167,-4.60348,0.40699,0.0,0.0,-10.43324
0.3286,3.13884,-0.00701,0.40699,0.0,0.0,3.2646
-3.70766,-2.61854,-3.29715,0.40699,0.0,0.0,8.13817
-2.92472,-2.70944,1.72476,0.40699,0.0,0.0,-2.13466
2.33524,-4.14604,4.9591,0.40699,0.0,0.0,-17.67081
-4.5871,-3.43996,-0.88952,0.40699,0.0,0.0,8.03617
-3.95199,-4.86316,-4.04198,0.40699,0.0,0.0,17.18704
-2.80706,0.88512,-1.86458,0.40699,0.0,0.0,0.74502
-4.82479,3.98197,4.01901,0.40699,0.0,0.0,30.01375
-4.08019,-3.46023,2.73549,0.40699,0.0,0.0,-3.50574
-2.21376,2.49984,-2.70235,0.40699,0.0,0.0,-4.89258
-4.19863,0.72764,4.44192,0.40699,0.0,0.0,16.59854
3.56215,4.41329,1.21606,0.40699,0.0,0.0,16.62744
-4.39202,2.96253,-3.42832,0.40699,0.0,0.0,-2.67181
3.65482,3.47744,0.72697,0.40699,0.0,0.0,12.95468
3.15845,1.33784,-0.483,0.40699,0.0,0.0,4.76795
-4.01319,3.05713,3.16214,0.40699,0.0,0.0,22.65177
-4.70825,-1.48043,-1.52482,0.40699,0.0,0.0,9.34911
-4.62626,-2.96555,3.81873,0.40699,0.0,0.0,-1.78309
0.8935,4.11943,3.09152,0.40699,0.0,0.0,21.80694
1.69621,2.27243,1.71171,0.40699,0.0,0.0,9.01261
1.19735,-4.10099,-2.37193,0.40699,0.0,0.0,4.13623
0.40782,3.63589,4.45786,0.40699,0.0,0.0,24.46084
-3.15235,-1.52821,0.49354,0.40699,0.0,0.0,2.62638
3.35275,-1.95822,4.05579,0.40699,0.0,0.0,-1.37018
-1.72941,1.26301,-2.77284,0.40699,0.0,0.0,-3.70232
4.88924,0.69212,4.96788,0.40699,0.0,0.0,17.56398
-1.17013,0.38097,3.16353,0.40699,0.0,0.0,5.42365
-2.41971,-2.37554,4.29088,0.40699,0.0,0.0,-6.8499
3.9741,4.4634,-2.91786,0.40699,0.0,0.0,-5.30415
0.68488,4.56291,-0.6794,0.40699,0.0,0.0,0.88116
2.24175,-5.03803,-4.07158,0.40699,0.0,0.0,12.65795
-0.89583,-1.6555,-3.66697,0.40699,0.0,0.0,0.94157
3.89867,-4.69605,-2.16635,0.40699,0.0,0.0,8.72945
4.17824,3.55497,4.4032,0.40699,0.0,0.0,29.2448
-0.62517,3.89668,1.6307,0.40699,0.0,0.0,12.89974
-2.59339,0.19172,-1.85187,0.40699,0.0,0.0,0.68762
1.48726,3.35972,4.46015,0.40699,0.0,0.0,23.13967
4.52749,2.0295,2.45577,0.40699,0.0,0.0,16.83219
1.24875,-0.00413,4.06153,0.40699,0.0,0.0,4.34938
4.57321,-1.3789,4.18635,0.40699,0.0,0.0,5.57257
-1.58923,-2.32824,2.55778,0.40699,0.0,0.0,-4.57361
4.2551,-2.37587,-2.47051,0.40699,0.0,0.0,8.14986
-3.84366,0.6132,4.9528,0.40699,0.0,0.0,14.69155
-1.3991,-3.27893,-1.76855,0.40699,0.0,0.0,1.58033
-0.05657,-3.24109,1.68172,0.40699,0.0,0.0,-7.15383
1.50753,-4.75488,3.4183,0.40699,0.0,0.0,-18.40459
-2.05456,1.10264,-3.20467,0.40699,0.0,0.0,-3.93591
4.20104,4.83398,1.0659,0.40699,0.0,0.0,18.19414
3.95501,3.84392,-1.25018,0.40699,0.0,0.0,4.39196
3.02318,2.03781,-2.60063,0.40699,0.0,0.0,-2.10545
-3.83573,2.73825,-5.07794,0.40699,0.0,0.0,-9.17944
-4.13887,-0.8229,3.77643,0.40699,0.0,0.0,6.47882
-0.01904,-1.98523,-3.62157,0.40699,0.0,0.0,1.68012
2.58315,-1.33429,3.86546,0.40699,0.0,0.0,0.39089
-3.75651,-4.11044,0.98417,0.40699,0.0,0.0,-1.73629
1.43955,1.36482,1.19758,0.40699,0.0,0.0,4.70402
0.28365,-3.36462,3.34914,0.40699,0.0,0.0,-10.39031
2.27921,2.69013,0.09317,0.40699,0.0,0.0,5.09095
-0.63487,-3.03937,-1.4288,0.40699,0.0,0.0,0.06812
1.93918,-2.74701,-3.56128,0.40699,0.0,0.0,4.76606
-3.42812,4.48484,0.70111,0.40699,0.0,0.0,14.3377
-2.82884,-3.88089,0.53093,0.40699,0.0,0.0,-2.13451
4.06372,-0.01139,-2.08047,0.40699,0.0,0.0,4.65641
-1.65582,-4.38504,1.00389,0.40699,0.0,0.0,-6.45526
-2.68242,-3.74775,-3.9715,0.0,0.0,0.0,9.0111
-2.84069,0.78723,0.85154,0.0,0.0,0.0,1.45003
-3.96813,1.54483,4.24953,0.0,0.0,0.0,0.51667
0.15221,0.01312,-1.03479,0.0,0.0,0.0,-7.78998
-0.58559,-1.61017,-1.84983,0.0,0.0,0.0,3.29751
0.05734,3.69706,-3.54031,0.0,0.0,0.0,6.14141
-4.94417,-3.95219,1.67899,0.0,0.0,0.0,5.77776
-0.09938,4.18608,1.99195,0.0,0.0,0.0,1.03943
-3.00993,0.91463,1.46543,0.0,0.0,0.0,1.40368
-2.44743,0.53604,-4.49954,0.0,0.0,0.0,5.26302
-2.68962,4.04655,-1.39215,0.0,0.0,0.0,7.3664
4.44899,4.69455,-4.22068,0.0,0.0,0.0,3.09442
-4.76355,4.0367,3.22345,0.0,0.0,0.0,4.28302
1.34655,2.21363,2.82835,0.0,0.0,0.0,-2.59437
-4.60869,-2.51926,1.737,0.0,0.0,0.0,5.11965
-4.1827,-0.01632,-2.94785,0.0,0.0,0.0,-1.33343
3.23544,3.3434,-4.75326,0.0,0.0,0.0,3.82449
-0.56801,4.10656,1.00795,0.0,0.0,0.0,2.39254
-0.02883,4.7143,-0.99874,0.0,0.0,0.0,4.06784
4.65705,1.47466,-3.5977,0.0,0.0,0.0,-0.3848
0.8631,-2.18944,5.02094,0.0,0.0,0.0,-4.31795
-5.01375,-2.59899,-1.81539,0.0,0.0,0.0,8.75736
1.90643,-0.40145,-1.80502,0.0,0.0,0.0,-1.90872
0.01005,1.49964,4.46207,0.0,0.0,0.0,-3.63348
-0.08133,-1.9432,-0.21827,0.0,0.0,0.0,1.73196
2.75762,4.34194,-2.67503,0.0,0.0,0.0,2.72401
3.51267,3.4862,-2.40489,0.0,0.0,0.0,1.45768
4.87044,-2.60453,4.12208,0.0,0.0,0.0,-7.17367
-4.98004,-3.86401,4.95212,0.0,0.0,0.0,2.54054
-2.86047,3.72772,-0.72362,0.0,0.0,0.0,6.15647
-0.0049,4.54065,3.28068,0.0,0.0,0.0,-0.17727
-1.3382,4.51458,1.53444,0.0,0.0,0.0,2.72917
5.02522,-1.70519,-4.85058,0.0,0.0,0.0,0.87279
-1.61784,-2.53119,4.53368,0.0,0.0,0.0,-0.9431
2.17973,-0.50128,5.02348,0.0,0.0,0.0,-8.46328
1.11549,-1.66995,1.27546,0.0,0.0,0.0,-1.31787
-1.51886,1.36316,0.94875,0.0,0.0,0.0,1.21845
-0.77877,4.26812,4.62237,0.0,0.0,0.0,-0.80004
-4.48111,4.8289,-2.52409,0.0,0.0,0.0,10.38897
-3.55456,-4.43316,-1.17088,0.0,0.0,0.0,7.09478
-1.67319,2.04671,-3.58546,0.0,0.0,0.0,6.78443
3.46992,-1.42924,1.37959,0.0,0.0,0.0,-3.85052
3.0688,3.82821,4.06956,0.0,0.0,0.0,-4.96468
-3.86645,-3.11352,-2.5211,0.0,0.0,0.0,8.42336
-5.08286,-3.32208,2.86597,0.0,0.0,0.0,4.36725
-3.32631,-3.83435,1.95313,0.0,0.0,0.0,4.20984
-0.59817,-3.1858,-1.77276,0.0,0.0,0.0,4.87827
3.76714,-2.83698,4.7165,0.0,0.0,0.0,-6.55862
1.48761,3.39596,4.52228,0.0,0.0,0.0,-3.27455
-4.70202,2.69128,-1.76334,0.0,0.0,0.0,8.86267
-0.64908,1.70999,-0.73653,0.0,0.0,0.0,2.45007
-0.71266,-1.74676,4.39767,0.0,0.0,0.0,-2.72243
3.8576,0.59076,-3.44901,0.0,0.0,0.0,-1.53838
4.46378,-2.19175,-2.47687,0.0,0.0,0.0,-0.33772
-3.52404,1.07574,3.11421,0.0,0.0,0.0,0.65058
3.62103,-1.10311,-0.55543,0.0,0.0,0.0,-2.95622
-1.74941,-1.41251,-2.53742,0.0,0.0,0.0,4.89432
4.6368,-4.54114,1.70451,0.0,0.0,0.0,-3.3917
-4.65422,-2.25949,2.39151,0.0,0.0,0.0,3.79652
-3.51999,-2.42911,3.90648,0.0,0.0,0.0,1.47378
2.29123,2.69459,-3.93593,0.0,0.0,0.0,3.53671
-2.01411,-1.79108,-0.89321,0.0,0.0,0.0,4.06161
5.02228,-4.84748,-0.31982,0.0,0.0,0.0,-1.49247
-4.17371,-3.96957,-1.91971,0.0,0.0,0.0,8.98945
4.44699,3.49491,-2.80354,0.0,0.0,0.0,0.73413
1.52115,-2.68524,-4.28135,0.0,0.0,0.0,4.74078
-4.50998,-0.05688,-4.69297,0.0,0.0,0.0,3.60942
-3.61706,4.98592,-1.21131,0.0,0.0,0.0,7.88996
-0.64286,1.16302,-3.33691,0.0,0.0,0.0,4.20493
5.13874,2.36246,-1.91987,0.0,0.0,0.0,-1.27054
-2.10424,0.66939,-0.86702,0.0,0.0,0.0,2.29842
-4.48863,2.43662,4.86319,0.0,0.0,0.0,1.27025
-0.34491,-3.87651,1.821,0.0,0.0,0.0,1.32623
-3.4576,-0.67904,-4.699,0.0,0.0,0.0,7.56767
4.34102,3.26426,2.55514,0.0,0.0,0.0,-4.39404
0.39631,4.49516,0.64258,0.0,0.0,0.0,1.91575
4.53986,1.80956,-2.46802,0.0,0.0,0.0,-0.93385
2.29776,-0.0783,4.99718,0.0,0.0,0.0,-13.40549
1.27154,-4.4676,-3.59052,0.0,0.0,0.0,4.72827
0.97984,4.79615,-1.81106,0.0,0.0,0.0,3.8843
4.75224,-1.94642,-0.385,0.0,0.0,0.0,-2.96774
-3.17312,4.61747,3.00496,0.0,0.0,0.0,3.30637
3.59674,4.17741,2.22584,0.0,0.0,0.0,-2.8151
-0.86304,4.19427,0.76411,0.0,0.0,0.0,2.9847
-4.54571,4.90956,-4.41706,0.0,0.0,0.0,11.98873
2.29422,-0.9604,3.35481,0.0,0.0,0.0,-5.77188
-0.72118,3.0086,4.57872,0.0,0.0,0.0,-1.51965
0.19852,3.67987,0.64799,0.0,0.0,0.0,1.71091
-3.05605,2.97015,-4.86089,0.0,0.0,0.0,10.01944
2.7696,3.09361,-1.09734,0.0,0.0,0.0,0.52653
-1.02044,-3.38315,-3.00929,0.0,0.0,0.0,6.15129
-2.01231,-0.0885,-2.96407,0.0,0.0,0.0,0.2136
0.61262,4.79702,-3.61492,0.0,0.0,0.0,6.46108
1.07436,-1.08974,1.50851,0.0,0.0,0.0,-2.49271
-0.01491,-0.88589,2.58266,0.0,0.0,0.0,-2.6613
-1.6038,-0.60679,4.84707,0.0,0.0,0.0,-4.28316
2.57255,-3.31794,4.69469,0.0,0.0,0.0,-4.80109
-3.96267,-4.29723,-4.57572,0.0,0.0,0.0,12.26194
2.74768,0.12477,-3.10065,0.0,0.0,0.0,-4.03405
1.51471,-4.95041,3.97715,0.0,0.0,0.0,-2.22719
-2.20489,4.36908,4.41228,0.0,0.0,0.0,-9.7538
-0.93569,-4.03181,-1.79245,0.0,0.0,0.0,1.53029
-1.90965,-2.85464,-4.23486,0.0,0.0,0.0,7.94646
5.03756,-2.66297,-1.71671,0.0,0.0,0.0,-8.71139
3.82236,2.96665,-1.94282,0.0,0.0,0.0,-7.00557
-3.54857,2.34053,3.57568,0.0,0.0,0.0,-12.56204
-0.6707,3.53317,-2.92219,0.0,0.0,0.0,1.9607
1.85992,-2.98953,-2.39306,0.0,0.0,0.0,-4.31349
3.56469,2.82997,-2.07327,0.0,0.0,0.0,-7.36684
0.37106,-4.67591,-0.69325,0.0,0.0,0.0,-0.26992
0.19774,-0.14629,0.39764,0.0,0.0,0.0,0.07865
-1.70168,3.73577,1.67918,0.0,0.0,0.0,-2.61885
-4.22843,2.77172,-4.41935,0.0,0.0,0.0,20.98815
-3.44887,3.49392,2.27186,0.0,0.0,0.0,-7.97688
4.24141,-1.46052,-4.81969,0.0,0.0,0.0,-19.79194
4.61087,-3.21486,-4.3502,0.0,0.0,0.0,-20.17023
0.20594,-3.59606,0.27214,0.0,0.0,0.0,0.05641
2.97779,-1.03809,1.33707,0.0,0.0,0.0,3.51893
-0.48462,-0.87576,-3.2459,0.0,0.0,0.0,1.71283
-1.43289,1.59294,-4.59853,0.0,0.0,0.0,6.49085
1.16001,-3.46887,3.80816,0.0,0.0,0.0,4.41721
3.77011,-2.51851,-4.08831,0.0,0.0,0.0,-14.29736
3.15781,2.20377,-3.35468,0.0,0.0,0.0,-10.04284
-2.41719,-1.69792,3.052,0.0,0.0,0.0,-7.54311
-2.10688,2.81973,-4.91859,0.0,0.0,0.0,10.13796
-0.44865,-1.00264,-3.84324,0.0,0.0,0.0,1.74617
